principal_id,window_start,query_count,sum_bytes_scanned,max_bytes_scanned,distinct_tables,distinct_sql_hash,shadow_ratio,hour_of_day,anomaly_score,hard_rule_triggered,flagged
analyst-007,2026-05-31 16:30:00+00:00,3,3962300,2278604,3,3,0.0,16,0.0,False,False
analyst-007,2026-05-31 20:45:00+00:00,4,4452255,1456201,3,4,0.0,20,0.0,False,False
analyst-007,2026-05-31 21:00:00+00:00,3,4897807,2015619,3,3,0.3333333333333333,21,0.0,False,False
analyst-008,2026-05-31 03:00:00+00:00,4,5575850,1637455,4,4,0.25,3,0.0,False,False
analyst-008,2026-05-31 04:15:00+00:00,3,3676295,1982639,3,3,0.6666666666666666,4,0.0,False,False
analyst-008,2026-05-31 09:45:00+00:00,2,2853681,1901925,2,2,0.5,9,0.0,False,False
analyst-008,2026-05-31 10:00:00+00:00,4,5292121,1983613,3,3,0.25,10,0.0,False,False
analyst-008,2026-05-31 10:15:00+00:00,2,3369650,2790456,2,2,0.0,10,0.0,False,False
analyst-008,2026-05-31 11:00:00+00:00,2,1861463,1108411,2,2,0.5,11,0.0,False,False
analyst-008,2026-05-31 11:15:00+00:00,4,4755474,1473116,3,4,0.25,11,0.0,False,False
analyst-008,2026-05-31 11:30:00+00:00,3,3527626,1515704,2,2,0.0,11,0.0,False,False
analyst-008,2026-05-31 12:00:00+00:00,3,3934593,2538747,2,3,0.0,12,0.0,False,False
analyst-008,2026-05-31 13:15:00+00:00,2,1938253,988777,2,2,0.0,13,0.0,False,False
analyst-008,2026-05-31 13:30:00+00:00,4,5103193,1687934,3,4,0.5,13,0.0,False,False
analyst-008,2026-05-31 13:45:00+00:00,3,3832680,1475019,3,3,0.0,13,0.0,False,False
analyst-008,2026-05-31 14:00:00+00:00,3,4375867,2142432,2,3,0.0,14,0.0,False,False
analyst-008,2026-05-31 14:15:00+00:00,3,4319037,2147228,3,3,0.0,14,0.0,False,False
analyst-008,2026-05-31 14:45:00+00:00,4,3671584,1814411,3,4,0.75,14,0.0,False,False
analyst-008,2026-05-31 15:00:00+00:00,3,4499328,2743632,2,3,1.0,15,0.0,False,False
analyst-008,2026-05-31 16:00:00+00:00,3,3347698,1271961,2,3,0.3333333333333333,16,0.0,False,False
analyst-008,2026-05-31 16:15:00+00:00,3,4598924,2226803,2,3,0.0,16,0.0,False,False
analyst-008,2026-05-31 16:30:00+00:00,3,3645926,1369527,2,2,0.3333333333333333,16,0.0,False,False
analyst-008,2026-05-31 16:45:00+00:00,3,5648294,2524539,2,3,0.3333333333333333,16,0.0,False,False
analyst-008,2026-05-31 17:30:00+00:00,2,3930907,1987690,2,2,0.0,17,0.0,False,False
analyst-008,2026-05-31 22:30:00+00:00,3,3974605,1442526,2,2,0.3333333333333333,22,0.0,False,False
analyst-009,2026-05-31 02:15:00+00:00,2,2551737,2034123,2,2,0.0,2,0.0,False,False
analyst-009,2026-05-31 08:00:00+00:00,3,3618584,1423082,2,3,0.0,8,0.0,False,False
analyst-009,2026-05-31 08:30:00+00:00,2,2666503,2170622,2,2,0.0,8,0.0,False,False
analyst-009,2026-05-31 09:15:00+00:00,4,5542998,1646981,2,3,0.25,9,0.0,False,False
analyst-009,2026-05-31 09:30:00+00:00,2,2398948,1967524,2,2,0.0,9,0.0,False,False
analyst-009,2026-05-31 10:00:00+00:00,2,2179689,1156007,2,2,0.0,10,0.0,False,False
analyst-009,2026-05-31 10:30:00+00:00,4,7248573,2237663,2,3,0.0,10,0.0,False,False
analyst-009,2026-05-31 10:45:00+00:00,3,2990950,1452278,2,3,0.0,10,0.0,False,False
analyst-009,2026-05-31 12:15:00+00:00,3,3213726,1665562,3,3,0.3333333333333333,12,0.0,False,False
analyst-009,2026-05-31 13:00:00+00:00,2,2267763,1217076,2,2,0.5,13,0.0,False,False
analyst-009,2026-05-31 13:15:00+00:00,3,3430937,1618518,2,3,0.0,13,0.0,False,False
analyst-009,2026-05-31 13:30:00+00:00,4,5417928,2450780,3,4,0.0,13,0.0,False,False
analyst-009,2026-05-31 14:15:00+00:00,2,2403593,1461419,2,2,0.0,14,0.0,False,False
analyst-009,2026-05-31 14:30:00+00:00,2,2203570,1699475,2,2,0.0,14,0.0,False,False
analyst-009,2026-05-31 15:00:00+00:00,3,3596310,1481659,2,2,0.0,15,0.0,False,False
analyst-009,2026-05-31 15:30:00+00:00,3,3460011,1235781,3,3,0.0,15,0.0,False,False
analyst-009,2026-05-31 16:15:00+00:00,2,3418094,2325586,2,2,0.0,16,0.0,False,False
analyst-009,2026-05-31 16:30:00+00:00,4,4529206,1267190,3,4,0.5,16,0.0,False,False
analyst-009,2026-05-31 16:45:00+00:00,2,2151407,1240984,2,2,0.0,16,0.0,False,False
analyst-009,2026-05-31 19:15:00+00:00,2,2289952,1327367,2,2,0.5,19,0.0,False,False
analyst-010,2026-05-31 02:00:00+00:00,4,5236647,1926001,2,3,0.25,2,0.0,False,False
analyst-010,2026-05-31 02:30:00+00:00,2,3448322,1986548,2,2,0.0,2,0.0,False,False
analyst-010,2026-05-31 03:00:00+00:00,3,3371402,1472287,2,2,0.0,3,0.0,False,False
analyst-010,2026-05-31 08:30:00+00:00,3,3133288,1366178,2,3,0.0,8,0.0,False,False
analyst-010,2026-05-31 08:45:00+00:00,3,3575066,1366963,3,3,0.3333333333333333,8,0.0,False,False
analyst-010,2026-05-31 09:45:00+00:00,2,2040298,1205977,2,2,0.5,9,0.0,False,False
analyst-010,2026-05-31 10:00:00+00:00,5,6251375,2080675,3,4,0.2,10,0.0,False,False
analyst-010,2026-05-31 10:30:00+00:00,2,2670611,1745298,2,2,0.5,10,0.0,False,False
analyst-010,2026-05-31 10:45:00+00:00,2,2950977,1807150,2,2,0.0,10,0.0,False,False
analyst-010,2026-05-31 11:00:00+00:00,2,2755512,1528481,2,2,0.0,11,0.0,False,False
analyst-010,2026-05-31 11:15:00+00:00,4,5820947,2450152,4,4,0.0,11,0.0,False,False
analyst-010,2026-05-31 12:00:00+00:00,3,3188093,1690041,2,3,0.0,12,0.0,False,False
analyst-010,2026-05-31 12:15:00+00:00,2,1620623,1049785,2,2,0.0,12,0.0,False,False
analyst-010,2026-05-31 13:00:00+00:00,2,2283853,1213569,2,2,0.5,13,0.0,False,False
analyst-010,2026-05-31 14:00:00+00:00,3,3072054,1405083,2,3,0.3333333333333333,14,0.0,False,False
analyst-010,2026-05-31 14:30:00+00:00,3,4171791,2369163,2,3,0.0,14,0.0,False,False
analyst-010,2026-05-31 14:45:00+00:00,4,4118777,1905014,2,3,0.5,14,0.0,False,False
analyst-010,2026-05-31 16:15:00+00:00,4,4625950,1568705,2,3,0.75,16,0.0,False,False
analyst-010,2026-05-31 16:30:00+00:00,2,3359201,1797717,2,2,0.0,16,0.0,False,False
analyst-010,2026-05-31 16:45:00+00:00,4,5024117,1592951,4,4,0.0,16,0.0,False,False
